"","n_raw_reads","n_mapped_reads","expected_umis","ci_95_low","ci_95_high","dataset"
"283",809999953.13747,591650625.668421,132289136.756692,132175192.956512,132403178.784,"leukopak"
"284",819999952.55892,598954954.380376,132918915.631004,132803444.842884,133034486.819403,"leukopak"
"285",829999951.98037,606259283.092332,133541280.883598,133424250.643619,133658413.774159,"leukopak"
"286",839999951.40182,613563611.804288,134156162.434487,134037538.677266,134274891.174206,"leukopak"
"287",849999950.823271,620867940.516244,134763786.010549,134643533.048776,134884146.372764,"leukopak"
"288",859999950.244721,628172269.2282,135364482.217328,135242562.725385,135486511.61818,"leukopak"
"289",869999949.666171,635476597.940155,135958153.299947,135834528.301824,136081890.810996,"leukopak"
"290",879999949.087621,642780926.652111,136545071.281048,136419700.142481,136670557.637009,"leukopak"
"291",889999948.509072,650085255.364067,137125351.669987,136998192.094648,137252629.272852,"leukopak"
"292",899999947.930522,657389584.076023,137699567.189282,137570575.219684,137828680.107187,"leukopak"
"293",909999947.351972,664693912.787979,138267165.43037,138136295.453279,138398159.393348,"leukopak"
"294",919999946.773422,671998241.499934,138828506.404116,138695711.159707,138961428.794323,"leukopak"
"295",929999946.194873,679302570.21189,139384552.238451,139249782.833928,139519452.076158,"leukopak"
"296",939999945.616323,686606898.923846,139933843.194558,139797049.123237,140070771.12148,"leukopak"
"297",949999945.037773,693911227.635802,140477224.022974,140338353.185162,140616232.279454,"leukopak"
"298",959999944.459223,701215556.347758,141014801.101416,140873799.830896,141155943.500792,"leukopak"
"299",969999943.880674,708519885.059713,141546677.88473,141403490.978519,141690009.783757,"leukopak"
"300",979999943.302124,715824213.771669,142072955.014138,141927525.765856,142218533.279788,"leukopak"
"301",989999942.723574,723128542.483625,142593730.421418,142446000.657892,142741613.394462,"leukopak"
"302",999999942.145024,730432871.195581,143109099.42831,142959009.549465,143259346.883595,"leukopak"
"303",1009999941.56647,737737199.907537,143619154.841391,143466643.862906,143771827.945356,"leukopak"
"304",1019999940.98792,745041528.619493,144123987.042667,143968992.641264,144279148.308226,"leukopak"
"305",1029999940.40938,752345857.331448,144623917.579375,144466376.140225,144781630.818397,"leukopak"
"306",1039999939.83083,759650186.043404,145119345.502707,144959192.169019,145279675.77647,"leukopak"
"307",1049999939.25228,766954514.75536,145610237.73865,145447406.46345,145773251.306714,"leukopak"
"308",1059999938.67373,774258843.467316,146095488.802254,145929912.401793,146261253.070603,"leukopak"
"309",1069999938.09518,781563172.179272,146575773.863497,146407384.070462,146744357.329295,"leukopak"
"310",1079999937.51663,788867500.891227,147052055.0819,146880782.600002,147223527.278578,"leukopak"
"311",1089999936.93808,796171829.603183,147523719.53112,147349494.092035,147698150.973651,"leukopak"
"312",1099999936.35953,803476158.315139,147990841.786729,147813592.20562,148168303.915368,"leukopak"
"313",1109999935.78098,810780487.027095,148453494.641235,148273148.873037,148634059.765374,"leukopak"
"314",1119999935.20243,818084815.739051,148912235.809586,148728721.004996,149095977.051164,"leukopak"
"315",1129999934.62388,825389144.451007,149366468.299022,149179710.861169,149553459.537707,"leukopak"
"316",1139999934.04533,832693473.162962,149816633.076372,149626558.715511,150006948.893448,"leukopak"
"317",1149999933.46678,839997801.874918,150263094.163285,150069627.9517,150456809.78693,"leukopak"
"318",1159999932.88823,847302130.586874,150704283.397737,150507349.825351,150901474.650774,"leukopak"
"319",1169999932.30968,854606459.29883,151141030.218866,150940553.244238,151341773.464,"leukopak"
"320",1179999931.73113,861910788.010786,151573905.879835,151369808.982217,151778277.968021,"leukopak"
"321",1189999931.15258,869215116.722741,152002823.546417,151795029.777076,152210901.766776,"leukopak"
"322",1199999930.57403,876519445.434697,152427850.128294,152216282.159651,152639712.158812,"leukopak"
"323",1209999929.99548,883823774.146653,152848274.706207,152632854.880624,153063998.566602,"leukopak"
"324",1219999929.41693,891128102.858609,153265548.336427,153046198.710566,153485212.339638,"leukopak"
"325",1229999928.83838,898432431.570565,153679091.567684,153455733.959385,153902774.27704,"leukopak"
"326",1239999928.25983,905736760.28252,154088958.205492,153861514.236619,154316738.390729,"leukopak"
"327",1249999927.68128,913041088.994476,154495200.907413,154263592.04559,154727157.503034,"leukopak"
"328",1259999927.10273,920345417.706432,154897871.216374,154662018.81517,155134083.281545,"leukopak"
"329",1269999926.52418,927649746.418388,155296874.000206,155056699.337859,155537420.680457,"leukopak"
"330",1279999925.94563,934954075.130344,155692957.245223,155448381.560638,155937917.734493,"leukopak"
"331",1289999925.36708,942258403.842299,156085421.959959,155836366.489607,156334875.467231,"leukopak"
"332",1299999924.78853,949562732.554255,156473721.917324,156220107.92902,156727747.632746,"leukopak"
"333",1309999924.20998,956867061.266211,156859463.610843,156601212.433092,157118140.670807,"leukopak"
"334",1319999923.63143,964171389.978167,157241312.620227,156978345.676583,157504720.080767,"leukopak"
"335",1329999923.05288,971475718.690123,157620090.817206,157352329.652621,157888307.621956,"leukopak"
"336",1339999922.47433,978780047.402078,157997203.75133,157724570.058741,158270308.702964,"leukopak"
"337",1349999921.89578,986084376.114034,158370182.678009,158092598.330274,158648254.41776,"leukopak"
"338",1359999921.31723,993388704.82599,158739449.088043,158456836.158689,159022566.066765,"leukopak"
"339",1369999920.73868,1000693033.53795,159105657.482112,158817938.268373,159393897.936379,"leukopak"
"340",1379999920.16013,1007997362.2499,159468848.374782,159175945.420728,159762290.305628,"leukopak"
"341",1389999919.58158,1015301690.96186,159829256.27783,159531092.394946,160127977.429518,"leukopak"
"342",1399999919.00303,1022606019.67381,160186818.822838,159883317.110425,160490896.663463,"leukopak"
"343",1409999918.42448,1029910348.38577,160541468.991395,160232552.855103,160850980.694427,"leukopak"
"344",1419999917.84593,1037214677.09773,160893414.036862,160579007.205755,161208436.463103,"leukopak"
"345",1429999917.26738,1044519005.80968,161242970.213984,160922996.756767,161563579.894832,"leukopak"
"346",1439999916.68884,1051823334.52164,161589320.035315,161263704.378089,161915593.159494,"leukopak"
"347",1449999916.11029,1059127663.23359,161932670.044921,161601336.983703,162264682.442086,"leukopak"
"348",1459999915.53174,1066431991.94555,162273698.469348,161936573.182723,162611525.59532,"leukopak"
"349",1469999914.95319,1073736320.6575,162612451.230016,162269459.292967,162956168.155423,"leukopak"
"350",1479999914.37464,1081040649.36946,162949743.288677,162600810.682908,163299424.685076,"leukopak"
"351",1489999913.79609,1088344978.08142,163284437.898943,162929491.028308,163640158.032172,"leukopak"
"352",1499999913.21754,1095649306.79337,163616567.301438,163255532.999819,163978400.018673,"leukopak"
"353",1509999912.63899,1102953635.50533,163945686.509552,163578492.051754,164313705.230786,"leukopak"
"354",1519999912.06044,1110257964.21728,164271965.336074,163898538.445421,164646243.043605,"leukopak"
"355",1529999911.48189,1117562292.92924,164596422.051517,164216690.905852,164977031.27932,"leukopak"
"356",1539999910.90334,1124866621.64119,164918446.834353,164532340.078063,165305459.664351,"leukopak"
"357",1549999910.32479,1132170950.35315,165238069.1119,164845515.861457,165631557.16517,"leukopak"
"358",1559999909.74624,1139475279.06511,165555131.870586,165156061.72186,165955166.301107,"leukopak"
"359",1569999909.16769,1146779607.77706,165870983.332081,165465326.361914,166277634.816211,"leukopak"
"360",1579999908.58914,1154083936.48902,166184060.844811,165771747.625304,166597399.584006,"leukopak"
"361",1589999908.01059,1161388265.20097,166494846.050861,166075807.648662,166914941.760473,"leukopak"
"362",1599999907.43204,1168692593.91293,166803365.927633,166377533.910005,167230287.833439,"leukopak"
"363",1609999906.85349,1175996922.62489,167109290.095054,166676596.535472,167543106.930011,"leukopak"
"364",1619999906.27494,1183301251.33684,167412195.141433,166972572.624048,167852975.142078,"leukopak"
"365",1629999905.69639,1190605580.0488,167712900.790548,167266282.409579,168160711.689073,"leukopak"
"366",1639999905.11784,1197909908.76075,168010507.859647,167556827.228611,168465416.886554,"leukopak"
"367",1649999904.53929,1205214237.47271,168305924.507197,167845115.755453,168767998.381878,"leukopak"
"368",1659999903.96074,1212518566.18466,168599204.935939,168131202.714342,169068509.866825,"leukopak"
"369",1669999903.38219,1219822894.89662,168890373.41445,168415112.897697,169366975.09682,"leukopak"
"370",1679999902.80364,1227127223.60858,169179453.821593,168696870.710377,169663417.435353,"leukopak"
"371",1689999902.22509,1234431552.32053,169466469.654849,168976500.177651,169957859.862671,"leukopak"
"372",1699999901.64654,1241735881.03249,169751227.219158,169253808.134738,170250108.165786,"leukopak"
"373",1709999901.06799,1249040209.74444,170034570.311497,169529638.905761,170541005.617826,"leukopak"
"374",1719999900.48944,1256344538.4564,170315499.919264,169802994.014334,170829552.68916,"leukopak"
"375",1729999899.91089,1263648867.16835,170594448.470632,170074306.419557,171116181.283762,"leukopak"
"376",1739999899.33234,1270953195.88031,170871437.600121,170343598.289317,171400912.512971,"leukopak"
"377",1749999898.75379,1278257524.59227,171146488.608638,170610891.458428,171683767.153891,"leukopak"
"378",1759999898.17524,1285561853.30422,171419669.763724,170876254.728442,171964812.949598,"leukopak"
"379",1769999897.59669,1292866182.01618,171690971.726791,171139679.295287,172244040.037193,"leukopak"
"380",1779999897.01814,1300170510.72813,171960404.699709,171401175.895224,172521458.094102,"leukopak"
"381",1789999896.43959,1307474839.44009,172227988.77814,171660765.158183,172797086.691474,"leukopak"
"382",1799999895.86104,1314779168.15205,172493743.754601,171918467.410589,173070945.097578,"leukopak"
"383",1809999895.28249,1322083496.864,172757689.124507,172174302.681312,173343052.283952,"leukopak"
"384",1819999894.70394,1329387825.57596,173019844.092078,172428290.707527,173613426.931339,"leukopak"
"385",1829999894.12539,1336692154.28791,173280227.576086,172680450.940173,173882087.435728,"leukopak"
"386",1839999893.54684,1343996482.99987,173538858.215463,172930802.549613,174149051.913908,"leukopak"
"387",1849999892.9683,1351300811.71182,173795754.374765,173179364.43088,174414338.209153,"leukopak"
"388",1859999892.38975,1358605140.42378,174050934.149509,173426155.208934,174677963.896625,"leukopak"
"389",1869999891.8112,1365909469.13574,174304415.371367,173671193.243734,174939946.288705,"leukopak"
"390",1879999891.23265,1373213797.84769,174556215.613248,173914496.635281,175200302.440098,"leukopak"
"391",1889999890.6541,1380518126.55965,174806352.194238,174156083.228437,175459049.152906,"leukopak"
"392",1899999890.07555,1387822455.2716,175054874.884571,174396003.317524,175716235.681494,"leukopak"
"393",1909999889.497,1395126783.98356,175302749.254035,174635222.988305,175972827.074416,"leukopak"
"394",1919999888.91845,1402431112.69552,175548983.991225,174872751.457631,176227831.514494,"leukopak"
"395",1929999888.3399,1409735441.40747,175793182.2273,175108192.379458,176480851.624769,"leukopak"
"396",1939999887.76135,1417039770.11943,176035805.495062,175342007.801284,176732348.425114,"leukopak"
"397",1949999887.1828,1424344098.83138,176276746.787717,175574091.233407,176982214.401736,"leukopak"
"398",1959999886.60425,1431648427.54334,176516031.152642,175804468.237483,177230474.09575,"leukopak"
"399",1969999886.0257,1438952756.25529,176753775.894021,176033256.629274,177477244.306109,"leukopak"
"400",1979999885.44715,1446257084.96725,176989996.085339,176260471.992695,177722539.603697,"leukopak"
"401",1989999884.8686,1453561413.67921,177224706.592654,176486129.70216,177966374.353937,"leukopak"
"402",1999999884.29005,1460865742.39116,177457922.078393,176710244.92644,178208762.72052,"leukopak"
"403",0,0,0,0,0,"high_neutrophil"
"404",9999999.89314335,6680173.24709929,6604913.22978901,6567712.09469455,6642325.08125355,"high_neutrophil"
"405",19999999.7862867,13360346.4941986,13082988.1848656,13020167.0562176,13146112.4197785,"high_neutrophil"
"406",29999999.6794301,20040519.7412979,19447695.6188174,19366501.7846336,19529229.8572096,"high_neutrophil"
"407",39999999.5725734,26720692.9883972,25709183.7103175,25614388.0807486,25804330.166592,"high_neutrophil"
"408",49999999.4657168,33400866.2354965,31875426.5552095,31770296.6857425,31980904.3058929,"high_neutrophil"
"409",59999999.3588601,40081039.4825957,37952366.3970004,37839213.1017094,38065858.0626534,"high_neutrophil"
"410",69999999.2520035,46761212.729695,43945377.5812148,43825879.2105458,44065201.7835808,"high_neutrophil"
"411",79999999.1451468,53441385.9767943,49858468.5874757,49733872.049375,49983377.2729454,"high_neutrophil"
"412",89999999.0382902,60121559.2238936,55695671.1748711,55566921.1367251,55824719.530289,"high_neutrophil"
"413",99999998.9314335,66801732.4709929,61460385.1141959,61328209.617024,61592845.4780248,"high_neutrophil"
"414",109999998.824577,73481905.7180922,67155182.9512374,67020151.635973,67290486.3258102,"high_neutrophil"
"415",119999998.71772,80162078.9651915,72782933.263789,72645497.8732675,72920628.6633562,"high_neutrophil"
"416",129999998.610864,86842252.2122908,78345780.5693231,78206303.689977,78485506.1984368,"high_neutrophil"
"417",139999998.504007,93522425.4593901,83846017.5785726,83704793.3970669,83987480.0292219,"high_neutrophil"
"418",149999998.39715,100202598.706489,89285269.8496132,89142539.3847356,89428228.8471953,"high_neutrophil"
"419",159999998.290294,106882771.953589,94665428.3411936,94521390.7812537,94809685.3945042,"high_neutrophil"
"420",169999998.183437,113562945.200688,99988211.7929099,99843033.0475436,100133601.638315,"high_neutrophil"
"421",179999998.07658,120243118.447787,105255256.925413,105109076.153876,105401640.998309,"high_neutrophil"
"422",189999997.969724,126923291.694887,110467965.707456,110320900.358352,110615227.104788,"high_neutrophil"
"423",199999997.862867,133603464.941986,115627588.589435,115479738.331992,115775628.141545,"high_neutrophil"
"424",209999997.75601,140283638.189085,120735475.086779,120586924.906725,120884208.264749,"high_neutrophil"
"425",219999997.649154,146963811.436184,125792835.18407,125643657.844642,125942189.642495,"high_neutrophil"
"426",229999997.542297,153643984.683284,130800815.678524,130651073.693156,130950729.286378,"high_neutrophil"
"427",239999997.43544,160324157.930383,135760506.139456,135610253.365953,135910925.38928,"high_neutrophil"
"428",249999997.328584,167004331.177482,140672944.069225,140522227.007824,140823822.782153,"high_neutrophil"
"429",259999997.221727,173684504.424582,145539119.399678,145387978.257897,145690417.663423,"high_neutrophil"
"430",269999997.114871,180364677.671681,150360027.593578,150208497.16541,150511710.88574,"high_neutrophil"
"431",279999997.008014,187044850.91878,155136524.533874,154984634.931008,155288562.993119,"high_neutrophil"
"432",289999996.901157,193725024.165879,159869434.158295,159717211.421423,160021801.975096,"high_neutrophil"
"433",299999996.794301,200405197.412979,164559635.081443,164407101.69485,164712309.985243,"high_neutrophil"
"434",309999996.687444,207085370.660078,169207929.878014,169055105.205313,169360892.703186,"high_neutrophil"
"435",319999996.580587,213765543.907177,173815004.510738,173661905.165368,173968238.827618,"high_neutrophil"
"436",329999996.473731,220445717.154277,178381667.499416,178228307.661707,178535159.29843,"high_neutrophil"
"437",339999996.366874,227125890.401376,182908730.140747,182755121.830404,183062467.561086,"high_neutrophil"
"438",349999996.260017,233806063.648475,187396819.011748,187242972.323585,187550792.106809,"high_neutrophil"
"439",359999996.153161,240486236.895574,191846601.235445,191692524.543315,192000801.769792,"high_neutrophil"
"440",369999996.046304,247166410.142674,196258669.402775,196104369.538085,196413090.674491,"high_neutrophil"
"441",379999995.939447,253846583.389773,200633712.92151,200479195.328846,200788349.607262,"high_neutrophil"
"442",389999995.832591,260526756.636872,204972471.422606,204817740.296366,205127319.441658,"high_neutrophil"
"443",399999995.725734,267206929.883972,209275543.912668,209120602.318201,209430600.306429,"high_neutrophil"
"444",409999995.618877,273887103.131071,213543356.477335,213388206.457557,213698619.303388,"high_neutrophil"
"445",419999995.512021,280567276.37817,217776250.923212,217620893.593397,217931719.161036,"high_neutrophil"
"446",429999995.405164,287247449.62527,221975001.19308,221819436.824968,222130674.660164,"high_neutrophil"
"447",439999995.298307,293927622.872369,226140342.685464,225984570.782989,226296221.962019,"high_neutrophil"
"448",449999995.191451,300607796.119468,230272618.266304,230116637.632412,230428704.629004,"high_neutrophil"
"449",459999995.084594,307287969.366567,234372172.799438,234215981.597032,234528468.160798,"high_neutrophil"
"450",469999994.977738,313968142.613667,238439502.527516,238283098.333403,238596009.38217,"high_neutrophil"
"451",479999994.870881,320648315.860766,242475191.554719,242318571.408612,242631912.930666,"high_neutrophil"
"452",489999994.764024,327328489.107865,246479702.998561,246322863.446967,246636642.413582,"high_neutrophil"
"453",499999994.657168,334008662.354964,250453488.593364,250296425.729437,250610650.015404,"high_neutrophil"
"454",509999994.550311,340688835.602064,254396989.150308,254239698.649699,254554376.961847,"high_neutrophil"
"455",519999994.443454,347369008.849163,258310634.989601,258153112.143184,258468253.955128,"high_neutrophil"
"456",529999994.336598,354049182.096262,262194846.347035,262037086.089801,262352701.584331,"high_neutrophil"
"457",539999994.229741,360729355.343362,266050033.756946,265892030.694969,266208130.710295,"high_neutrophil"
"458",549999994.122884,367409528.590461,269876598.413421,269718346.847822,270034942.829797,"high_neutrophil"
"459",559999994.016028,374089701.83756,273674932.511404,273516426.460136,273833530.418831,"high_neutrophil"
"460",569999993.909171,380769875.08466,277445419.569195,277286652.786477,277604277.257448,"high_neutrophil"
"461",579999993.802315,387450048.331759,281188434.733717,281029400.728481,281347558.735996,"high_neutrophil"
"462",589999993.695458,394130221.578858,284904372.91317,284745064.964361,285063769.990907,"high_neutrophil"
"463",599999993.588601,400810394.825957,288593578.193167,288433989.364631,288753255.321263,"high_neutrophil"
"464",609999993.481745,407490568.073057,292256389.756283,292096512.909805,292416354.11016,"high_neutrophil"
"465",619999993.374888,414170741.320156,295893151.95762,295732979.764719,296053410.901521,"high_neutrophil"
"466",629999993.268031,420850914.567255,299504202.088847,299343727.04069,299664763.166004,"high_neutrophil"
"467",639999993.161175,427531087.814355,303089870.602605,302929085.0198,303250741.525526,"high_neutrophil"
"468",649999993.054318,434211261.061454,306650481.326385,306489377.367774,306811669.968145,"high_neutrophil"
"469",659999992.947461,440891434.308553,310186351.666561,310024921.335776,310347866.054303,"high_neutrophil"
"470",669999992.840605,447571607.555652,313697792.803161,313536027.955587,313859641.111211,"high_neutrophil"
"471",679999992.733748,454251780.802752,317185109.875986,317023002.224278,317347300.420388,"high_neutrophil"
"472",689999992.626891,460931954.049851,320648602.162556,320486143.281798,320811143.395979,"high_neutrophil"
"473",699999992.520035,467612127.29695,324088563.248402,323925744.58049,324251463.755806,"high_neutrophil"
"474",709999992.413178,474292300.54405,327505281.19013,327342094.047205,327668549.68539,"high_neutrophil"
"475",719999992.306322,480972473.791149,330899038.671684,330735474.238766,331062683.994998,"high_neutrophil"
"476",729999992.199465,487652647.038248,334270152.305511,334106201.644308,334434183.419634,"high_neutrophil"
"477",739999992.092608,494332820.285347,337618989.119462,337454643.169028,337783415.109072,"high_neutrophil"
"478",749999991.985752,501012993.532447,340945706.594091,340780956.172808,341110536.663901,"high_neutrophil"
"479",759999991.878895,507693166.779546,344250635.882804,344085471.690483,344415879.355458,"high_neutrophil"
"480",769999991.772038,514373340.026645,347533946.259943,347368358.877137,347699612.57677,"high_neutrophil"
"481",779999991.665182,521053513.273745,350795891.096585,350629870.986252,350961989.815956,"high_neutrophil"
"482",789999991.558325,527733686.520844,354036803.943451,353870341.449727,354203344.742019,"high_neutrophil"
"483",799999991.451468,534413859.767943,357256888.306658,357089973.655954,357423880.978316,"high_neutrophil"
"484",809999991.344612,541094033.015043,360456345.004489,360288968.303894,360623799.462002,"high_neutrophil"
"485",819999991.237755,547774206.262142,363635410.362646,363467561.599623,363803336.637971,"high_neutrophil"
"486",829999991.130898,554454379.509241,366794107.886568,366625776.928174,366962516.131703,"high_neutrophil"
"487",839999991.024042,561134552.75634,369932806.404621,369763982.995095,370101706.893974,"high_neutrophil"
"488",849999990.917185,567814726.00344,373051794.884128,372882468.64485,373221198.014592,"high_neutrophil"
"489",859999990.810328,574494899.250539,376151294.129562,375981454.555835,376321210.423778,"high_neutrophil"
"490",869999990.703472,581175072.497638,379231521.305597,379061157.766273,379401961.412343,"high_neutrophil"
"491",879999990.596615,587855245.744738,382292557.412387,382121659.14662,382463532.109878,"high_neutrophil"
"492",889999990.489758,594535418.991837,385334682.332229,385163238.447502,385506202.530068,"high_neutrophil"
"493",899999990.382902,601215592.238936,388358162.380196,388186161.850051,388530239.121668,"high_neutrophil"
"494",909999990.276045,607895765.486035,391363201.017198,391190632.678806,391535845.481726,"high_neutrophil"
"495",919999990.169188,614575938.733135,394349998.462635,394176851.012964,394523221.969636,"high_neutrophil"
"496",929999990.062332,621256111.980234,397318751.766853,397145013.761677,397492565.776746,"high_neutrophil"
"497",939999989.955475,627936285.227333,400269654.881341,400095314.730187,400444071.000614,"high_neutrophil"
"498",949999989.848619,634616458.474433,403202898.726768,403027944.691349,403377928.709562,"high_neutrophil"
"499",959999989.741762,641296631.721532,406118671.258951,405943091.448804,406294327.011441,"high_neutrophil"
"500",969999989.634905,647976804.968631,409017157.532836,408840939.901884,409193451.116684,"high_neutrophil"
"501",979999989.528049,654656978.215731,411898539.764578,411721672.10852,412075483.399555,"high_neutrophil"
"502",989999989.421192,661337151.46283,414763061.559791,414585531.511504,414940667.628383,"high_neutrophil"
"503",999999989.314335,668017324.709929,417610859.457044,417432654.48266,417789140.508401,"high_neutrophil"
"504",1009999989.20748,674697497.957028,420442085.743349,420263193.138548,420621054.497012,"high_neutrophil"
"505",1019999989.10062,681377671.204128,423256942.980613,423077349.866462,423436612.330675,"high_neutrophil"
"506",1029999988.99377,688057844.451227,426055438.840001,425875132.158975,426235821.85913,"high_neutrophil"
"507",1039999988.88691,694738017.698326,428837865.694199,428656832.205005,429018975.638779,"high_neutrophil"
"508",1049999988.78005,701418190.945426,431604387.545235,431422613.818771,431786237.85945,"high_neutrophil"
"509",1059999988.6732,708098364.192525,434355166.000175,434172638.414697,434537770.320841,"high_neutrophil"
"510",1069999988.56634,714778537.439624,437090498.260152,436907202.996212,437273870.421779,"high_neutrophil"
"511",1079999988.45948,721458710.686723,439810501.38381,439626424.419897,439994655.423001,"high_neutrophil"
"512",1089999988.35263,728138883.933823,442515236.056931,442330363.163821,442700186.218049,"high_neutrophil"
"513",1099999988.24577,734819057.180922,445204854.734815,445019171.469692,445390615.47587,"high_neutrophil"
"514",1109999988.13891,741499230.428021,447879615.128298,447693106.830098,448066201.125584,"high_neutrophil"
"515",1119999988.03206,748179403.67512,450539485.758679,450352137.542263,450726911.912671,"high_neutrophil"
"516",1129999987.9252,754859576.92222,453184672.791975,452996469.5425,453372954.232927,"high_neutrophil"
"517",1139999987.81834,761539750.169319,455814993.837448,455625920.203904,456004145.931935,"high_neutrophil"
"518",1149999987.71149,768219923.416418,458430856.132283,458240896.521646,458620894.488954,"high_neutrophil"
"519",1159999987.60463,774900096.663518,461032574.543283,460841713.113718,461223515.019696,"high_neutrophil"
"520",1169999987.49777,781580269.910617,463620144.255238,463428364.911149,463812002.962869,"high_neutrophil"
"521",1179999987.39092,788260443.157716,466193736.086515,466001022.469787,466386529.399501,"high_neutrophil"
"522",1189999987.28406,794940616.404816,468753484.244529,468559819.729007,468947228.805208,"high_neutrophil"
"523",1199999987.1772,801620789.651915,471299521.103832,471104888.788689,471494233.829387,"high_neutrophil"
"524",1209999987.07035,808300962.899014,473831977.239491,473636359.940286,474027675.330905,"high_neutrophil"
"525",1219999986.96349,814981136.146113,476351032.650526,476154412.894366,476547733.597425,"high_neutrophil"
"526",1229999986.85663,821661309.393213,478857078.428543,478659438.444237,479054800.019018,"high_neutrophil"
"527",1239999986.74978,828341482.640312,481350025.662644,481151347.374218,481548785.989835,"high_neutrophil"
"528",1249999986.64292,835021655.887411,483829878.222426,483630143.241745,484029695.69189,"high_neutrophil"
"529",1259999986.53606,841701829.134511,486296528.43576,486095718.053275,486497421.774767,"high_neutrophil"
"530",1269999986.42921,848382002.38161,488750353.070494,488548448.247499,488952341.335689,"high_neutrophil"
"531",1279999986.32235,855062175.628709,491191871.797038,490988853.157986,491394974.382125,"high_neutrophil"
"532",1289999986.21549,861742348.875808,493620836.657863,493416684.481091,493825073.303022,"high_neutrophil"
"533",1299999986.10864,868422522.122908,496037073.311855,495831767.521339,496242464.111986,"high_neutrophil"
"534",1309999986.00178,875102695.370007,498440606.225472,498234126.382554,498647171.638452,"high_neutrophil"
"535",1319999985.89492,881782868.617106,500831887.512138,500624212.80516,501039648.369132,"high_neutrophil"
"536",1329999985.78807,888463041.864206,503211028.625432,503002137.862046,503420006.138651,"high_neutrophil"
"537",1339999985.68121,895143215.111305,505578310.793716,505368182.390833,505788526.566455,"high_neutrophil"
"538",1349999985.57435,901823388.358404,507933822.515987,507722434.491211,508145298.551248,"high_neutrophil"
"539",1359999985.4675,908503561.605504,510277527.548882,510064857.511202,510490286.258707,"high_neutrophil"
"540",1369999985.36064,915183734.852603,512609531.838702,512395556.977146,512823596.055523,"high_neutrophil"
"541",1379999985.25378,921863908.099702,514930056.519401,514714753.595951,515145449.50312,"high_neutrophil"
"542",1389999985.14693,928544081.346801,517239092.443738,517022437.78212,517455837.892987,"high_neutrophil"
"543",1399999985.04007,935224254.593901,519536476.677208,519318446.153327,519754598.73897,"high_neutrophil"
"544",1409999984.93321,941904427.841,521822371.097018,521602940.129578,522041894.375958,"high_neutrophil"
"545",1419999984.82636,948584601.088099,524097064.625986,523876208.166499,524318014.194445,"high_neutrophil"
"546",1429999984.7195,955264774.335199,526360655.424636,526138347.946069,526583056.834038,"high_neutrophil"
"547",1439999984.61264,961944947.582298,528613240.44555,528389455.935297,528837119.733446,"high_neutrophil"
"548",1449999984.50579,968625120.829397,530854915.452824,530629627.399341,531080299.156276,"high_neutrophil"
"549",1459999984.39893,975305294.076496,533085775.04112,532858956.426463,533312690.204185,"high_neutrophil"
"550",1469999984.29207,981985467.323596,535305912.654331,535077535.943054,535534386.839186,"high_neutrophil"
"551",1479999984.18522,988665640.570695,537515420.603866,537285457.733625,537745481.900225,"high_neutrophil"
"552",1489999984.07836,995345813.817794,539714390.08657,539482812.456723,539946067.123103,"high_neutrophil"
"553",1499999983.9715,1002025987.06489,541903157.553638,541669936.017992,542136479.505203,"high_neutrophil"
"554",1509999983.86465,1008706160.31199,544081245.999601,543846350.853839,544316242.599992,"high_neutrophil"
"555",1519999983.75779,1015386333.55909,546249061.059638,546012462.033261,546485762.609498,"high_neutrophil"
"556",1529999983.65093,1022066506.80619,548406689.598801,548168355.844673,548645126.976164,"high_neutrophil"
"557",1539999983.54408,1028746680.05329,550554217.451522,550314117.536588,550794422.121117,"high_neutrophil"
"558",1549999983.43722,1035426853.30039,552691729.43751,552449831.33326,552933733.460323,"high_neutrophil"
"559",1559999983.33036,1042107026.54749,554819309.377335,554575580.450571,555063145.419869,"high_neutrophil"
"560",1569999983.22351,1048787199.79459,556937040.107717,556691447.111636,557182741.450926,"high_neutrophil"
"561",1579999983.11665,1055467373.04169,559045003.496505,558797512.560524,559292604.046008,"high_neutrophil"
"562",1589999983.00979,1062147546.28879,561143280.457388,560893857.080014,561392814.750615,"high_neutrophil"
"563",1599999982.90294,1068827719.53589,563231996.86977,562980605.907508,563483500.087083,"high_neutrophil"
"564",1609999982.79608,1075507892.78299,565311821.684389,565058427.34627,565565329.654458,"high_neutrophil"
"565",1619999982.68922,1082188066.03009,567382219.373791,567126785.209916,567637768.585331,"high_neutrophil"
"566",1629999982.58237,1088868239.27718,569443267.526748,569185756.423192,569700895.133515,"high_neutrophil"
"567",1639999982.47551,1095548412.52428,571495042.848149,571235417.016541,571754786.679396,"high_neutrophil"
"568",1649999982.36865,1102228585.77138,573537621.172051,573275842.143916,573799519.738207,"high_neutrophil"
"569",1659999982.2618,1108908759.01848,575571077.474484,575307106.092856,575835169.975579,"high_neutrophil"
"570",1669999982.15494,1115588932.26558,577595310.783978,577329107.196097,577861637.117013,"high_neutrophil"
"571",1679999982.04808,1122269105.51268,579610121.597641,579341645.249627,579878722.361964,"high_neutrophil"
"572",1689999981.94123,1128949278.75978,581616010.244727,581345219.873671,581886926.74983,"high_neutrophil"
"573",1699999981.83437,1135629452.00688,583613376.069616,583340229.69691,583886650.341851,"high_neutrophil"
"574",1709999981.72751,1142309625.25398,585602006.049398,585326460.976636,585877680.836247,"high_neutrophil"
